orderdate,ordernumber,productName,productLine,customerName,customer_country,office_country,buyPrice,priceEach,quantityOrdered,sales_value,cost_of_sales
8/8/2003,10142,Collectable Wooden Train,Trains,Mini Gifts Distributors Ltd.,USA,USA,67.56,95.8,22,2107.6,1486.32
8/8/2003,10142,1970 Triumph Spitfire,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,91.92,122.08,24,2929.92,2206.08
8/8/2003,10142,1904 Buick Runabout,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,52.66,79.87,24,1916.88,1263.84
8/8/2003,10142,18th century schooner,Ships,Mini Gifts Distributors Ltd.,USA,USA,82.34,114.29,33,3771.57,2717.22
8/8/2003,10142,1912 Ford Model T Delivery Wagon,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,46.91,74.35,49,3643.15,2298.59
8/8/2003,10142,1950's Chicago Surface Lines Streetcar,Trains,Mini Gifts Distributors Ltd.,USA,USA,26.72,60.9,42,2557.8,1122.24
8/8/2003,10142,1962 City of Detroit Streetcar,Trains,Mini Gifts Distributors Ltd.,USA,USA,37.49,56.24,42,2362.08,1574.58
8/8/2003,10142,The Schooner Bluenose,Ships,Mini Gifts Distributors Ltd.,USA,USA,34,55.34,41,2268.94,1394
8/8/2003,10142,The Mayflower,Ships,Mini Gifts Distributors Ltd.,USA,USA,43.3,77.08,43,3314.44,1861.9
8/8/2003,10142,The Titanic,Ships,Mini Gifts Distributors Ltd.,USA,USA,51.09,92.16,21,1935.36,1072.89
8/8/2003,10142,The Queen Mary,Ships,Mini Gifts Distributors Ltd.,USA,USA,53.63,91.37,38,3472.06,2037.94
8/8/2003,10142,Pont Yacht,Ships,Mini Gifts Distributors Ltd.,USA,USA,33.3,46.96,39,1831.44,1298.7
11/12/2003,10182,1937 Lincoln Berline,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.62,83.22,25,2080.5,1515.5
11/12/2003,10182,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,24.26,44.21,32,1414.72,776.32
11/12/2003,10182,1917 Grand Touring Sedan,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,86.7,159.8,44,7031.2,3814.8
11/12/2003,10182,1911 Ford Town Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,33.3,54.49,38,2070.62,1265.4
11/12/2003,10182,1932 Model A Ford J-Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,58.48,105.52,20,2110.4,1169.6
11/12/2003,10182,1928 Mercedes-Benz SSK,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,72.56,135,21,2835,1523.76
11/12/2003,10182,1917 Maxwell Touring Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.54,86.31,33,2848.23,1898.82
11/12/2003,10182,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,43.26,88.35,36,3180.6,1557.36
11/12/2003,10182,1957 Ford Thunderbird,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,34.21,61.29,44,2696.76,1505.24
11/12/2003,10182,1970 Chevy Chevelle SS 454,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,49.24,63.2,47,2970.4,2314.28
11/12/2003,10182,1939 Chevrolet Deluxe Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,22.57,31.86,39,1242.54,880.23
11/12/2003,10182,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,20.61,39.87,31,1235.97,638.91
11/12/2003,10182,1949 Jaguar XK 120,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,47.25,87.24,36,3140.64,1701
11/12/2003,10182,1952 Citroen-15CV,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,72.82,116.27,20,2325.4,1456.4
11/12/2003,10182,1969 Chevrolet Camaro Z28,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,50.51,73.62,33,2429.46,1666.83
11/12/2003,10182,2002 Chevy Corvette,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,62.11,95.3,49,4669.7,3043.39
11/12/2003,10182,1936 Mercedes Benz 500k Roadster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,21.75,34.88,23,802.24,500.25
3/11/2004,10229,1962 LanciaA Delta 16V,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,103.42,138.88,50,6944,5171
3/11/2004,10229,1958 Setra Bus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,77.9,110.7,25,2767.5,1947.5
3/11/2004,10229,1957 Chevy Pickup,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,55.7,95.99,36,3455.64,2005.2
3/11/2004,10229,1964 Mercedes Tour Bus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,74.86,104.32,26,2712.32,1946.36
3/11/2004,10229,1926 Ford Fire Engine,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,24.92,53.48,28,1497.44,697.76
3/11/2004,10229,1992 Ferrari 360 Spider red,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,77.9,157.49,22,3464.78,1713.8
3/11/2004,10229,1940s Ford truck,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,84.76,119.87,41,4914.67,3475.16
3/11/2004,10229,1939 Cadillac Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,23.14,43.77,39,1707.03,902.46
3/11/2004,10229,1962 Volkswagen Microbus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,61.34,115.01,48,5520.48,2944.32
3/11/2004,10229,1958 Chevy Corvette Limited Edition,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,15.91,34.65,33,1143.45,525.03
3/11/2004,10229,1980?s GM Manhattan Express,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,53.93,78.97,25,1974.25,1348.25
3/11/2004,10229,1954 Greyhound Scenicruiser,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,25.98,49.78,23,1144.94,597.54
3/11/2004,10229,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,33.61,52.36,30,1570.8,1008.3
3/11/2004,10229,1982 Camaro Z28,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,46.53,91.04,50,4552,2326.5
7/20/2004,10271,1957 Chevy Pickup,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,55.7,99.54,31,3085.74,1726.7
7/20/2004,10271,1998 Chrysler Plymouth Prowler,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,101.51,147.36,50,7368,5075.5
7/20/2004,10271,1964 Mercedes Tour Bus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,74.86,121.5,50,6075,3743
7/20/2004,10271,1926 Ford Fire Engine,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,24.92,59.55,25,1488.75,623
7/20/2004,10271,1992 Ferrari 360 Spider red,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,77.9,169.34,20,3386.8,1558
7/20/2004,10271,1970 Dodge Coronet,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,32.37,49.71,45,2236.95,1456.65
7/20/2004,10271,1962 Volkswagen Microbus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,61.34,122.68,43,5275.24,2637.62
7/20/2004,10271,1958 Chevy Corvette Limited Edition,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,15.91,28.64,38,1088.32,604.58
7/20/2004,10271,1992 Porsche Cayenne Turbo Silver,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,69.78,110,22,2420,1535.16
7/20/2004,10271,1954 Greyhound Scenicruiser,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,25.98,51.95,35,1818.25,909.3
7/20/2004,10271,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,68.29,93.76,34,3187.84,2321.86
8/20/2004,10282,2001 Ferrari Enzo,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,95.59,176.63,41,7241.83,3919.19
8/20/2004,10282,1969 Corvair Monza,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,89.14,142.02,27,3834.54,2406.78
8/20/2004,10282,1969 Ford Falcon,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,83.05,169.56,24,4069.44,1993.2
8/20/2004,10282,1998 Chrysler Plymouth Prowler,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,101.51,147.36,23,3389.28,2334.73
8/20/2004,10282,1903 Ford Model A,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,68.3,122.93,43,5285.99,2936.9
8/20/2004,10282,Collectable Wooden Train,Trains,Mini Gifts Distributors Ltd.,USA,USA,67.56,88.74,36,3194.64,2432.16
8/20/2004,10282,1970 Triumph Spitfire,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,91.92,132.13,31,4096.03,2849.52
8/20/2004,10282,1970 Dodge Coronet,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,32.37,49.71,29,1441.59,938.73
8/20/2004,10282,1992 Porsche Cayenne Turbo Silver,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,69.78,96.99,39,3782.61,2721.42
8/20/2004,10282,1950's Chicago Surface Lines Streetcar,Trains,Mini Gifts Distributors Ltd.,USA,USA,26.72,51.58,36,1856.88,961.92
8/20/2004,10282,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,68.29,114.59,38,4354.42,2595.02
8/20/2004,10282,1962 City of Detroit Streetcar,Trains,Mini Gifts Distributors Ltd.,USA,USA,37.49,56.24,37,2080.88,1387.13
8/20/2004,10282,The Mayflower,Ships,Mini Gifts Distributors Ltd.,USA,USA,43.3,77.95,43,3351.85,1861.9
10/21/2004,10312,1952 Alpine Renault 1300,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,98.58,214.3,48,10286.4,4731.84
10/21/2004,10312,1940 Ford Pickup Truck,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,58.33,101.5,32,3248,1866.56
10/21/2004,10312,1937 Lincoln Berline,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.62,102.74,43,4417.82,2606.66
10/21/2004,10312,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,24.26,43.67,25,1091.75,606.5
10/21/2004,10312,1917 Grand Touring Sedan,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,86.7,146.2,48,7017.6,4161.6
10/21/2004,10312,1911 Ford Town Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,33.3,48.43,30,1452.9,999
10/21/2004,10312,1932 Model A Ford J-Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,58.48,111.87,31,3467.97,1812.88
10/21/2004,10312,1928 Mercedes-Benz SSK,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,72.56,150.19,25,3754.75,1814
10/21/2004,10312,1913 Ford Model T Speedster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.78,91.18,37,3373.66,2248.86
10/21/2004,10312,1934 Ford V8 Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,34.35,54.34,35,1901.9,1202.25
10/21/2004,10312,18th Century Vintage Horse Carriage,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.74,93.2,38,3541.6,2308.12
10/21/2004,10312,1917 Maxwell Touring Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.54,84.33,33,2782.89,1898.82
10/21/2004,10312,1939 Cadillac Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,23.14,44.27,39,1726.53,902.46
10/21/2004,10312,1939 Chevrolet Deluxe Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,22.57,27.88,39,1087.32,880.23
10/21/2004,10312,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,20.61,43.46,23,999.58,474.03
10/21/2004,10312,1936 Mercedes Benz 500k Roadster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,21.75,40.21,31,1246.51,674.25
10/21/2004,10312,1936 Chrysler Airflow,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.46,96.42,44,4242.48,2528.24
11/19/2004,10335,1958 Chevy Corvette Limited Edition,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,15.91,32.88,33,1085.04,525.03
11/19/2004,10335,1980?s GM Manhattan Express,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,53.93,77.05,44,3390.2,2372.92
11/19/2004,10335,1954 Greyhound Scenicruiser,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,25.98,49.78,40,1991.2,1039.2
12/10/2004,10357,1952 Alpine Renault 1300,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,98.58,199.3,32,6377.6,3154.56
12/10/2004,10357,1962 LanciaA Delta 16V,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,103.42,135.92,43,5844.56,4447.06
12/10/2004,10357,1958 Setra Bus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,77.9,109.34,49,5357.66,3817.1
12/10/2004,10357,1940 Ford Pickup Truck,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,58.33,112,39,4368,2274.87
12/10/2004,10357,1926 Ford Fire Engine,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,24.92,58.95,41,2416.95,1021.72
12/10/2004,10357,1913 Ford Model T Speedster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.78,91.18,41,3738.38,2491.98
12/10/2004,10357,1934 Ford V8 Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,34.35,59.34,49,2907.66,1683.15
12/10/2004,10357,18th Century Vintage Horse Carriage,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,60.74,104.72,44,4607.68,2672.56
12/10/2004,10357,1917 Maxwell Touring Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.54,84.33,25,2108.25,1438.5
12/10/2004,10357,1940s Ford truck,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,84.76,105.34,28,2949.52,2373.28
1/19/2005,10368,1949 Jaguar XK 120,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,47.25,73.6,40,2944,1890
1/19/2005,10368,1952 Citroen-15CV,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,72.82,115.09,31,3567.79,2257.42
1/19/2005,10368,1969 Chevrolet Camaro Z28,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,50.51,83.04,46,3819.84,2323.46
1/19/2005,10368,2002 Chevy Corvette,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,62.11,93.16,20,1863.2,1242.2
1/19/2005,10368,1936 Mercedes Benz 500k Roadster,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,21.75,36.52,46,1679.92,1000.5
1/23/2005,10371,2001 Ferrari Enzo,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,95.59,178.71,32,5718.72,3058.88
1/23/2005,10371,1957 Chevy Pickup,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,55.7,104.28,49,5109.72,2729.3
1/23/2005,10371,1998 Chrysler Plymouth Prowler,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,101.51,160.46,25,4011.5,2537.75
1/23/2005,10371,1970 Dodge Coronet,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,32.37,53.75,25,1343.75,809.25
1/23/2005,10371,1962 Volkswagen Microbus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,61.34,126.51,20,2530.2,1226.8
1/23/2005,10371,1958 Chevy Corvette Limited Edition,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,15.91,35.01,45,1575.45,715.95
1/23/2005,10371,1992 Porsche Cayenne Turbo Silver,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,69.78,95.81,28,2682.68,1953.84
1/23/2005,10371,1980?s GM Manhattan Express,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,53.93,82.83,26,2153.58,1402.18
1/23/2005,10371,1954 Greyhound Scenicruiser,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,25.98,44.37,20,887.4,519.6
1/23/2005,10371,1950's Chicago Surface Lines Streetcar,Trains,Mini Gifts Distributors Ltd.,USA,USA,26.72,53.44,30,1603.2,801.6
1/23/2005,10371,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,68.29,97.23,48,4667.04,3277.92
1/23/2005,10371,1982 Camaro Z28,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,46.53,83.95,34,2854.3,1582.02
2/17/2005,10382,2001 Ferrari Enzo,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,95.59,166.24,34,5652.16,3250.06
2/17/2005,10382,1969 Corvair Monza,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,89.14,145.04,37,5366.48,3298.18
2/17/2005,10382,1969 Ford Falcon,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,83.05,143.61,34,4882.74,2823.7
2/17/2005,10382,1957 Chevy Pickup,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,55.7,103.1,32,3299.2,1782.4
2/17/2005,10382,1998 Chrysler Plymouth Prowler,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,101.51,160.46,25,4011.5,2537.75
2/17/2005,10382,1917 Maxwell Touring Car,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.54,84.33,50,4216.5,2877
2/17/2005,10382,1940s Ford truck,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,84.76,115.03,39,4486.17,3305.64
2/17/2005,10382,1939 Cadillac Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,23.14,46.29,39,1805.31,902.46
2/17/2005,10382,1962 Volkswagen Microbus,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,61.34,120.12,20,2402.4,1226.8
2/17/2005,10382,1936 Chrysler Airflow,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,57.46,97.39,33,3213.87,1896.18
2/17/2005,10382,1980?s GM Manhattan Express,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,53.93,85.72,26,2228.72,1402.18
2/17/2005,10382,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,USA,33.61,57.53,48,2761.44,1613.28
2/17/2005,10382,1982 Camaro Z28,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,46.53,101.15,34,3439.1,1582.02
2/28/2005,10385,1940 Ford Delivery Sedan,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,48.64,78.83,37,2916.71,1799.68
2/28/2005,10385,The Schooner Bluenose,Ships,Mini Gifts Distributors Ltd.,USA,USA,34,62,25,1550,850
3/4/2005,10390,1993 Mazda RX-7,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,83.51,117.48,36,4229.28,3006.36
3/4/2005,10390,1995 Honda Civic,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,93.89,132.29,34,4497.86,3192.26
3/4/2005,10390,1932 Model A Ford J-Coupe,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,58.48,102.98,31,3192.38,1812.88
3/4/2005,10390,1928 Mercedes-Benz SSK,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,72.56,162,26,4212,1886.56
3/4/2005,10390,1969 Dodge Super Bee,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,49.05,75.59,40,3023.6,1962
3/4/2005,10390,1976 Ford Gran Torino,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,73.49,135.23,50,6761.5,3674.5
3/4/2005,10390,1957 Vespa GS150,Motorcycles,Mini Gifts Distributors Ltd.,USA,USA,32.95,54.09,36,1947.24,1186.2
3/4/2005,10390,1957 Corvette Convertible,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,69.93,122.02,49,5978.98,3426.57
3/4/2005,10390,1982 Ducati 900 Monster,Motorcycles,Mini Gifts Distributors Ltd.,USA,USA,47.1,67.87,35,2375.45,1648.5
3/4/2005,10390,1982 Lamborghini Diablo,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,16.24,35.87,37,1327.19,600.88
3/4/2005,10390,1971 Alpine Renault 1600s,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,38.58,51.43,46,2365.78,1774.68
3/4/2005,10390,1956 Porsche 356A Coupe,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,98.3,134.81,45,6066.45,4423.5
3/4/2005,10390,1961 Chevrolet Impala,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,32.33,66.29,30,1988.7,969.9
3/4/2005,10390,1982 Ducati 996 R,Motorcycles,Mini Gifts Distributors Ltd.,USA,USA,24.14,39.02,41,1599.82,989.74
3/4/2005,10390,1974 Ducati 350 Mk3 Desmo,Motorcycles,Mini Gifts Distributors Ltd.,USA,USA,56.13,101.03,45,4546.35,2525.85
3/4/2005,10390,2002 Yamaha YZR M1,Motorcycles,Mini Gifts Distributors Ltd.,USA,USA,34.17,81.36,22,1789.92,751.74
3/23/2005,10396,1969 Ford Falcon,Classic Cars,Mini Gifts Distributors Ltd.,USA,USA,83.05,155.72,33,5138.76,2740.65
3/23/2005,10396,1903 Ford Model A,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,68.3,129.76,33,4282.08,2253.9
3/23/2005,10396,Collectable Wooden Train,Trains,Mini Gifts Distributors Ltd.,USA,USA,67.56,91.76,24,2202.24,1621.44
3/23/2005,10396,1904 Buick Runabout,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,52.66,83.38,45,3752.1,2369.7
3/23/2005,10396,18th century schooner,Ships,Mini Gifts Distributors Ltd.,USA,USA,82.34,100.77,49,4937.73,4034.66
3/23/2005,10396,1912 Ford Model T Delivery Wagon,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,46.91,77,27,2079,1266.57
3/23/2005,10396,1940 Ford Delivery Sedan,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,48.64,77.99,37,2885.63,1799.68
3/23/2005,10396,The Schooner Bluenose,Ships,Mini Gifts Distributors Ltd.,USA,USA,34,62,39,2418,1326
5/29/2005,10421,1928 Mercedes-Benz SSK,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,72.56,167.06,35,5847.1,2539.6
5/29/2005,10421,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,Mini Gifts Distributors Ltd.,USA,USA,20.61,44.8,40,1792,824.4
1/9/2003,10101,1932 Model A Ford J-Coupe,Vintage Cars,"Blauer See Auto, Co.",Germany,UK,58.48,108.06,25,2701.5,1462
1/9/2003,10101,1928 Mercedes-Benz SSK,Vintage Cars,"Blauer See Auto, Co.",Germany,UK,72.56,167.06,26,4343.56,1886.56
1/9/2003,10101,1939 Chevrolet Deluxe Coupe,Vintage Cars,"Blauer See Auto, Co.",Germany,UK,22.57,32.53,45,1463.85,1015.65
1/9/2003,10101,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,"Blauer See Auto, Co.",Germany,UK,20.61,44.35,46,2040.1,948.06
3/15/2004,10230,1969 Corvair Monza,Classic Cars,"Blauer See Auto, Co.",Germany,UK,89.14,128.42,43,5522.06,3833.02
3/15/2004,10230,1998 Chrysler Plymouth Prowler,Classic Cars,"Blauer See Auto, Co.",Germany,UK,101.51,153.91,49,7541.59,4973.99
3/15/2004,10230,1970 Triumph Spitfire,Classic Cars,"Blauer See Auto, Co.",Germany,UK,91.92,142.18,42,5971.56,3860.64
3/15/2004,10230,1970 Dodge Coronet,Classic Cars,"Blauer See Auto, Co.",Germany,UK,32.37,47.4,36,1706.4,1165.32
3/15/2004,10230,1992 Porsche Cayenne Turbo Silver,Classic Cars,"Blauer See Auto, Co.",Germany,UK,69.78,99.36,45,4471.2,3140.1
3/15/2004,10230,1950's Chicago Surface Lines Streetcar,Trains,"Blauer See Auto, Co.",Germany,UK,26.72,59.03,46,2715.38,1229.12
3/15/2004,10230,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,"Blauer See Auto, Co.",Germany,UK,68.29,100.7,34,3423.8,2321.86
3/15/2004,10230,1962 City of Detroit Streetcar,Trains,"Blauer See Auto, Co.",Germany,UK,37.49,57.41,43,2468.63,1612.07
10/4/2003,10300,1968 Ford Mustang,Classic Cars,"Blauer See Auto, Co.",Germany,UK,95.34,184.84,33,6099.72,3146.22
10/4/2003,10300,1968 Dodge Charger,Classic Cars,"Blauer See Auto, Co.",Germany,UK,75.16,116.27,29,3371.83,2179.64
10/4/2003,10300,1970 Plymouth Hemi Cuda,Classic Cars,"Blauer See Auto, Co.",Germany,UK,31.92,76.61,22,1685.42,702.24
10/4/2003,10300,1969 Dodge Charger,Classic Cars,"Blauer See Auto, Co.",Germany,UK,58.73,95.58,23,2198.34,1350.79
10/4/2003,10300,1948 Porsche 356-A Roadster,Classic Cars,"Blauer See Auto, Co.",Germany,UK,53.9,63.14,41,2588.74,2209.9
10/4/2003,10300,1969 Dodge Super Bee,Classic Cars,"Blauer See Auto, Co.",Germany,UK,49.05,65.94,49,3231.06,2403.45
10/4/2003,10300,1976 Ford Gran Torino,Classic Cars,"Blauer See Auto, Co.",Germany,UK,73.49,144.05,23,3313.15,1690.27
10/4/2003,10300,1971 Alpine Renault 1600s,Classic Cars,"Blauer See Auto, Co.",Germany,UK,38.58,52.05,31,1613.55,1195.98
11/5/2004,10323,1917 Maxwell Touring Car,Vintage Cars,"Blauer See Auto, Co.",Germany,UK,57.54,88.3,33,2913.9,1898.82
11/5/2004,10323,1940s Ford truck,Trucks and Buses,"Blauer See Auto, Co.",Germany,UK,84.76,96.86,47,4552.42,3983.72
3/25/2003,10111,1937 Lincoln Berline,Vintage Cars,Mini Wheels Co.,USA,USA,60.62,87.33,33,2881.89,2000.46
3/25/2003,10111,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,Mini Wheels Co.,USA,USA,24.26,48.52,48,2328.96,1164.48
3/25/2003,10111,1934 Ford V8 Coupe,Vintage Cars,Mini Wheels Co.,USA,USA,34.35,53.09,28,1486.52,961.8
3/25/2003,10111,18th Century Vintage Horse Carriage,Vintage Cars,Mini Wheels Co.,USA,USA,60.74,94.25,43,4052.75,2611.82
3/25/2003,10111,1917 Maxwell Touring Car,Vintage Cars,Mini Wheels Co.,USA,USA,57.54,91.27,39,3559.53,2244.06
3/25/2003,10111,1936 Chrysler Airflow,Vintage Cars,Mini Wheels Co.,USA,USA,57.46,85.7,26,2228.2,1493.96
12/1/2003,10201,1969 Harley Davidson Ultimate Chopper,Motorcycles,Mini Wheels Co.,USA,USA,48.81,82.3,22,1810.6,1073.82
12/1/2003,10201,1996 Moto Guzzi 1100i,Motorcycles,Mini Wheels Co.,USA,USA,68.99,116.56,24,2797.44,1655.76
12/1/2003,10201,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,Mini Wheels Co.,USA,USA,91.02,191.72,49,9394.28,4459.98
12/1/2003,10201,2002 Suzuki XREO,Motorcycles,Mini Wheels Co.,USA,USA,66.27,126.52,25,3163,1656.75
12/1/2003,10201,1936 Harley Davidson El Knucklehead,Motorcycles,Mini Wheels Co.,USA,USA,24.23,48.46,30,1453.8,726.9
12/1/2003,10201,1997 BMW R 1100 S,Motorcycles,Mini Wheels Co.,USA,USA,60.86,93.54,39,3648.06,2373.54
